Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
In Remembrance of a Special Dog: A Collection of Inspirational Writings,"Each anthology of comforting words and thoughts offers nearly fifty selections from James Herriot, Cleveland Amory, Mark Twain, Lewis Carroll, Saki, and many others -- selections chosen to support the fifty-three million cat owners and forty-eight million dog owners in America through the loss of their animal friend, something they are regrettably certain to experience at least once in their lifetime.","[""Richard F. X. O'Connor""]",http://books.google.com/books/content?id=6p1PHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=6p1PHQAACAAJ&dq=In+Remembrance+of+a+Special+Dog:+A+Collection+of+Inspirational+Writings&hl=&cd=1&source=gbs_api,St Martins Press,1998-01,http://books.google.com/books?id=6p1PHQAACAAJ&dq=In+Remembrance+of+a+Special+Dog:+A+Collection+of+Inspirational+Writings&hl=&source=gbs_api,['Pets'],
Heeling the Canine Within : A Dog Self-Help Companion to 10 Stupid Things Dogs Do to Mess Up Their Lives,"A favorite with a new cover This top seller (more than 80,000 copies sold) from bestselling author Norm Wright shares the lessons we can learn from the amazing loyalty and selflessness of our dog companions. Rich, beautiful paintings by favorite artist Jim Lamb capture the endearing nature of these pets while reflections from Mark Twain, Max Lucado, Sir Walter Scott, and others add to clever touches to topics such as? How to Talk to Your Dog The Nose Knows What's in a Name? An all?occasion gift for those who cherish animals and especially anyone who has a canine best friend.",['H. Norman Wright'],http://books.google.com/books/content?id=urdIT3RHU30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=urdIT3RHU30C&q=Heeling+the+Canine+Within+:+A+Dog+Self-Help+Companion+to+10+Stupid+Things+Dogs+Do+to+Mess+Up+Their+Lives&dq=Heeling+the+Canine+Within+:+A+Dog+Self-Help+Companion+to+10+Stupid+Things+Dogs+Do+to+Mess+Up+Their+Lives&hl=&cd=1&source=gbs_api,Harvest House Pub,1999,http://books.google.com/books?id=urdIT3RHU30C&dq=Heeling+the+Canine+Within+:+A+Dog+Self-Help+Companion+to+10+Stupid+Things+Dogs+Do+to+Mess+Up+Their+Lives&hl=&source=gbs_api,['Family & Relationships'],
Mark Twain: Social Critic,,['Philip Sheldon Foner'],http://books.google.com/books/content?id=s5YOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=s5YOAQAAMAAJ&q=Mark+Twain:+Social+Critic&dq=Mark+Twain:+Social+Critic&hl=&cd=1&source=gbs_api,,1958,http://books.google.com/books?id=s5YOAQAAMAAJ&dq=Mark+Twain:+Social+Critic&hl=&source=gbs_api,['Literature and society'],
Theodore Roosevelt Rides Again,"This is a historic fiction adventure about Theodore Roosevelt's 1900 campaign for Vice President. William Randolph Hearst, Mark Twain, and ""Bat"" Masterson are involved in this adventurous plot. The book details an attempt to get Theodore Roosevelt to withdraw from the race by blackmail and how it is foiled.",['Morton L. Kurland'],http://books.google.com/books/content?id=HbrzAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=HbrzAQAACAAJ&dq=Theodore+Roosevelt+Rides+Again&hl=&cd=1&source=gbs_api,"Lazy K Press, LLC",2006-02-01,http://books.google.com/books?id=HbrzAQAACAAJ&dq=Theodore+Roosevelt+Rides+Again&hl=&source=gbs_api,['Fiction'],
With God on the Golf Course (Outdoor Insights Pocket Devotionals),"Although popular author Phil Callaway offers no guarantee for a lower golf score, he does offer 40 short devotionals full of warm, humorous, and enjoyable reflections on the sport Mark Twain called ""a good walk ruined."" ""This isn't a book about the mechanics of golf. Thousands of those are already available. This is a book about life. Golf is a useful game, teaching us more about life and faith than we think...if we will only listen."" Phil Callaway Duffers old and young will appreciate the wisdom and grace found in this a new addition to the Outdoor Insights pocket devotional series. A great read while waiting at the tee, in the clubhouse, or during a quiet evening at home.",['Phil Callaway'],http://books.google.com/books/content?id=rw5eIQoH5jgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=rw5eIQoH5jgC&printsec=frontcover&dq=With+God+on+the+Golf+Course+(Outdoor+Insights+Pocket+Devotionals)&hl=&cd=1&source=gbs_api,Harvest House Publishers,2002-07-01,https://play.google.com/store/books/details?id=rw5eIQoH5jgC&source=gbs_api,['Religion'],4.0
Papa: Hemingway in Key West 1928-1940,"Michael Pearson here writes about his travels to American places of literary import, including: William Faulkner's Mississippi; Ernest Hemingway's Key West; John Steinbeck's California; Mark Twain's Missouri; and Flannery O'Connor's Georgia.",['Michael Pearson'],http://books.google.com/books/content?id=63M-kwMKcs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=63M-kwMKcs0C&pg=PA164&dq=Papa:+Hemingway+in+Key+West+1928-1940&hl=&cd=1&source=gbs_api,Syracuse University Press,2000-10-01,http://books.google.com/books?id=63M-kwMKcs0C&dq=Papa:+Hemingway+in+Key+West+1928-1940&hl=&source=gbs_api,['Literary Criticism'],
A Man's Game : Masculinity and the Anti-Aesthetics of American Literary Naturalism (Amer Lit Realism & Naturalism),"Demonstrates the importance of physical pain to late-nineteenth century aesthetic sensibilities and, in particular, to American literary realism with a focus on the work of William Dean Howells, Henry James, Edith Wharton, Mark Twain, and Charles Chesnutt.",['Cynthia J. Davis'],http://books.google.com/books/content?id=stBGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=stBGEAAAQBAJ&pg=PA211&dq=A+Man%27s+Game+:+Masculinity+and+the+Anti-Aesthetics+of+American+Literary+Naturalism+(Amer+Lit+Realism&hl=&cd=1&source=gbs_api,Oxford University Press,2022-01-04,http://books.google.com/books?id=stBGEAAAQBAJ&dq=A+Man%27s+Game+:+Masculinity+and+the+Anti-Aesthetics+of+American+Literary+Naturalism+(Amer+Lit+Realism&hl=&source=gbs_api,['Literary Criticism'],
Following the equator: A journey around the world,"Fascinating humorous account of 1897 voyage to Hawaii, Australia, India, New Zealand, etc. Ironic, bemused reports on peoples, customs, climate, flora and fauna, politics, much more. 197 illustrations.",['Mark Twain'],http://books.google.com/books/content?id=Ujv1zrfuZM0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Ujv1zrfuZM0C&printsec=frontcover&dq=Following+the+equator:+A+journey+around+the+world&hl=&cd=1&source=gbs_api,AMS Press,1897,https://play.google.com/store/books/details?id=Ujv1zrfuZM0C&source=gbs_api,['Australia'],4.0
A Future Waterfall: 100 Haiku from the Japanese (English and Japanese Edition),"This volume reflects the scholarly interests and achievements of Professor Hiroyuki Ito in whose honour it was conceived. It is a collection of papers on the stylistics of English and American literature written by scholars in Japan. A wide range of approaches, from traditional philological analysis to innovative new directions such as corpus stylistics and narratology are found in this book, addressing literary works as varied as the writings of Chaucer, Shakespeare, Defoe, Austen, Dickens, and Mark Twain with Irish folktales and English-language Haiku. This volume also offers an overview of the state of the art in stylistic studies of English literature in Japan. The papers have been divided into four parts according to manner of approach: Philological Approaches, Corpus Stylistics, Narratology and Literary Stylistics.","['Masahiro Hori', 'Tomoji Tabata', 'Sadahiro Kumamoto']",http://books.google.com/books/content?id=1m5b1_4wXsQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=1m5b1_4wXsQC&pg=PA257&dq=A+Future+Waterfall:+100+Haiku+from+the+Japanese+(English+and+Japanese+Edition)&hl=&cd=1&source=gbs_api,Peter Lang,2009,http://books.google.com/books?id=1m5b1_4wXsQC&dq=A+Future+Waterfall:+100+Haiku+from+the+Japanese+(English+and+Japanese+Edition)&hl=&source=gbs_api,['Literary Criticism'],
The Magic of Wine: A Book of Quotations,"The Magic of Wine is a loving tribute to the libation most celebrated throughout the ages. Jacqueline Quillen, founder of Christie's wine department, and wine enthusiast George H. Boynton, Sr. have compiled both eloquent and amusing reflections on the gift of the grape from a variety of notables throughout the ages. The book includes memorable quotations from such diverse sources as Ovid, Robert Mondavi, Ernest Hemingway, Johann Strauss, Edna St. Vincent Millay, Alexander Pope, Shakespeare, Euripides, Jeanette Winterson, Charles Dickens, Louis Pasteur, Isak Dinesen, Leonard Bernstein, Mark Twain, and many, many others. Organizing quotations into such chapters as Wine Tasting, Wine and Health, and Humor, as well as those on individual wines such as Claret and Port, this charming volume reveals the richness and complexity of wine appreciation. A beautiful gift book, it is ideal for wine lovers, epicures, and anyone who enjoys the finer things in life. As the authors state in the introduction: ""Pulling corks enhances conviviality and binds individuals together. We have yet to discover a selfish wine lover. Wine begs to be shared, and we would like to share with you in this book some of the fun and enjoyment that wine has given to us"". The Magic of Wine pays homage to that singular substance.","['Jacqueline L. Quillen', 'George H. Boynton']",http://books.google.com/books/content?id=EZwCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=EZwCAAAACAAJ&dq=The+Magic+of+Wine:+A+Book+of+Quotations&hl=&cd=1&source=gbs_api,Taylor Pub,2000-01-01,http://books.google.com/books?id=EZwCAAAACAAJ&dq=The+Magic+of+Wine:+A+Book+of+Quotations&hl=&source=gbs_api,['Cooking'],
Knights of Madness,"Famous humorists take on the rich topic of knights and heraldry, in a collection that includes contributions from Woody Allen, Mark Twain, G. K. Chesterton, Philip K. Dick, Donald E. Westlake, Tom Sharpe, A. A. Milne, Ray Bradbury, Robert Bloch, L. Frank Baum, and other notable authors. Original.",['Peter Haining'],http://books.google.com/books/content?id=7tEX4C6k9zsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=7tEX4C6k9zsC&q=Knights+of+Madness&dq=Knights+of+Madness&hl=&cd=1&source=gbs_api,,2000,http://books.google.com/books?id=7tEX4C6k9zsC&dq=Knights+of+Madness&hl=&source=gbs_api,['Fiction'],1.0
Mark Twain: The Mysterious Stranger and Other Curious Tales,"A collection of mysterious and bone-chilling tales by the beloved author of The Adventures of Huckleberry Finn features the famous novella The Mysterious Stranger, accompanied by a collection of supernatural stories.",['Mark Twain'],http://books.google.com/books/content?id=EkZBvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=EkZBvgAACAAJ&dq=Mark+Twain:+The+Mysterious+Stranger+and+Other+Curious+Tales&hl=&cd=1&source=gbs_api,Gramercy,1997,http://books.google.com/books?id=EkZBvgAACAAJ&dq=Mark+Twain:+The+Mysterious+Stranger+and+Other+Curious+Tales&hl=&source=gbs_api,['Fiction'],
"The Complete Tom Sawyer. The Adventures of Tom Sawyer -- Tom Sawyer Abroad -- Tom Sawyer, Detective","These unjustly neglected works, among the most enjoyable of Mark Twain's novels, follow Tom, Huck, and Jim as they travel across the Atlantic in a balloon, then down the Mississippi to help solve a mysterious crime. Both with the original illustrations by Dan Beard and A.B. Frost. ""Do you reckon Tom Sawyer was satisfied after all them adventures? No, he wasn’t. It only just pisoned him for more."" So Huck declares at the start of these once-celebrated but now little-known sequels to his own adventures. Tom, Huck, and Jim set sail to Africa in a futuristic air balloon, where they survive encounters with lions, robbers, and fleas and see some of the world’s greatest wonders.",['Mark Twain'],http://books.google.com/books/content?id=TWqPUQTgfEYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=TWqPUQTgfEYC&printsec=frontcover&dq=The+Complete+Tom+Sawyer.+The+Adventures+of+Tom+Sawyer+--+Tom+Sawyer+Abroad+--+Tom+Sawyer,+Detective&hl=&cd=1&source=gbs_api",Univ of California Press,2011-11-01,https://play.google.com/store/books/details?id=TWqPUQTgfEYC&source=gbs_api,['Literary Criticism'],
Personal Memoirs of U.S. Grant (2 Volumes),"Includes Civil War Map and Illustrations Pack – 224 battle plans, campaign maps and detailed analyses of actions spanning the entire period of hostilities. Few military memoirs have had the impact of those of General Grant, a best-seller on publication, considered a classic ever since both but military and literary critics. Mark Twain reflected that he ""had been comparing the memoirs with Caesar's Commentaries... I was able to say in all Apologetic forms that the same high merits distinguished both books - clarity of statement, directness, simplicity, manifest truthfulness, fairness and justice toward friend and foe alike and avoidance of flowery speech. General Grant was just a man, just a human being, just an author...The fact remains and cannot be dislodged that General Grant's book is a great, unique and unapproachable literary masterpiece. There is no higher literature than these modest, simple Memoirs. Their style is at least flawless, and no man can improve upon it."" Highly recommended. Author — General Ulysses S. Grant (1822-1885) Text taken, whole and complete, from the edition published in 1885-86, New York, C.L. Webster & Co.",['General Ulysses S. Grant'],http://books.google.com/books/content?id=yuNvCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=yuNvCwAAQBAJ&printsec=frontcover&dq=Personal+Memoirs+of+U.S.+Grant+(2+Volumes)&hl=&cd=1&source=gbs_api,Pickle Partners Publishing,2013-02-18,https://play.google.com/store/books/details?id=yuNvCwAAQBAJ&source=gbs_api,['History'],2.0
